GeneName	Geneid	type
Metazoa_SRP	ENSG00000265486	gene
U6	ENSG00000201954	gene
RP11-369F10.3	ENSG00000232704	gene
RP11-369F10.2	ENSG00000230575	gene
RP11-325D15.2	ENSG00000269256	gene
SNORA31	ENSG00000252888	gene
ATP5G1P8	ENSG00000224948	gene
KCNMA1	ENSG00000156113	gene
RP11-443A13.5	ENSG00000236467	gene
RP11-180I22.2	ENSG00000225497	gene
RP11-328K22.1	ENSG00000224500	gene
RP11-619F23.2	ENSG00000225652	gene
RP11-417C21.2	ENSG00000228092	gene
RNA5SP321	ENSG00000199592	gene
RP11-428P16.2	ENSG00000213514	gene
U6	ENSG00000199664	gene
RP13-39P12.2	ENSG00000213513	gene
RP13-39P12.3	ENSG00000228748	gene
DLG5	ENSG00000151208	gene
AL391421.1	ENSG00000204049	gene
Metazoa_SRP	ENSG00000243446	gene
RP11-126H7.3	ENSG00000233871	gene
H2AFZP5	ENSG00000234612	gene
POLR3A	ENSG00000148606	gene
RPS24	ENSG00000138326	gene
RP11-157J13.1	ENSG00000231957	gene
RP11-90J7.3	ENSG00000230417	gene
LINC00595	ENSG00000227136	gene
RP11-90J7.2	ENSG00000229543	gene
RP11-90J7.4	ENSG00000230229	gene
SNORA71	ENSG00000201393	gene
RP11-31E13.2	ENSG00000228683	gene
AC074323.1	ENSG00000223243	gene
RP11-202P11.1	ENSG00000224596	gene
RP11-481G8.2	ENSG00000229569	gene
ZMIZ1	ENSG00000108175	gene
PPIF	ENSG00000108179	gene
ZCCHC24	ENSG00000165424	gene
RP11-342M3.5	ENSG00000235426	gene
TPRX1P1	ENSG00000259021	gene
RP11-342M3.1	ENSG00000241317	gene
RP11-342M3.2	ENSG00000235705	gene
EIF5AL1	ENSG00000253626	gene
RP11-589B3.1	ENSG00000232965	gene
SFTPA2	ENSG00000185303	gene
MBL3P	ENSG00000219430	gene
SFTPA3P	ENSG00000225827	gene
SFTPA1	ENSG00000122852	gene
RP11-589B3.6	ENSG00000226676	gene
RP11-506M13.3	ENSG00000244733	gene
RP11-119F19.2	ENSG00000226381	gene
RP11-119F19.4	ENSG00000224886	gene
FAM22B	ENSG00000188199	gene
RP11-773D16.1	ENSG00000225484	gene
RP11-182L21.2	ENSG00000224428	gene
FAM22E	ENSG00000228570	gene
RP11-182L21.4	ENSG00000214695	gene
CTSL1P6	ENSG00000204437	gene
RP11-479O17.2	ENSG00000214584	gene
MBL1P	ENSG00000242600	gene
SFTPD	ENSG00000133661	gene
RP11-479O17.8	ENSG00000235924	gene
RP11-479O17.7	ENSG00000225100	gene
RP11-369J21.1	ENSG00000229616	gene
C1DP3	ENSG00000224760	gene
C1DP2	ENSG00000236217	gene
C1DP4	ENSG00000227515	gene
TMEM254-AS1	ENSG00000230091	gene
TMEM254	ENSG00000133678	gene
RP11-369J21.7	ENSG00000230171	gene
PLAC9	ENSG00000189129	gene
ANXA11	ENSG00000122359	gene
RP11-40F6.2	ENSG00000237523	gene
RP11-40F6.3	ENSG00000234319	gene
RP11-40F6.1	ENSG00000234382	gene
EIF5AP4	ENSG00000234743	gene
AL359195.1	ENSG00000204038	gene
MAT1A	ENSG00000151224	gene
RP11-36D19.4	ENSG00000232950	gene
RP11-36D19.8	ENSG00000235858	gene
DYDC1	ENSG00000170788	gene
DYDC2	ENSG00000133665	gene
FAM213A	ENSG00000122378	gene
TSPAN14	ENSG00000108219	gene
RP11-137H2.4	ENSG00000226659	gene
SH2D4B	ENSG00000178217	gene
RP11-514F8.2	ENSG00000231082	gene
RPS7P9	ENSG00000233353	gene
RP11-20E23.1	ENSG00000233703	gene
RP11-20E23.2	ENSG00000231060	gene
RP11-315E23.1	ENSG00000227209	gene
RP11-102H24.1	ENSG00000226466	gene
AL356154.1	ENSG00000265990	gene
NRG3	ENSG00000185737	gene
AL096864.1	ENSG00000221378	gene
RP11-202D18.2	ENSG00000229458	gene
NRG3-AS1	ENSG00000225738	gene
U6	ENSG00000207275	gene
U6	ENSG00000200774	gene
RP11-510K18.1	ENSG00000234931	gene
AL356140.1	ENSG00000265268	gene
RP11-344L13.2	ENSG00000233945	gene
RP11-344L13.1	ENSG00000223565	gene
U6	ENSG00000212324	gene
RP11-219F10.1	ENSG00000233258	gene
U1	ENSG00000200789	gene
HMGN2P8	ENSG00000212769	gene
GHITM	ENSG00000165678	gene
C10orf99	ENSG00000188373	gene
CDHR1	ENSG00000148600	gene
LRIT2	ENSG00000204033	gene
LRIT1	ENSG00000148602	gene
RGR	ENSG00000148604	gene
RP11-124L5.7	ENSG00000229404	gene
FAM190B	ENSG00000107771	gene
RP11-122F14.2	ENSG00000233189	gene
RP11-122F14.3	ENSG00000225423	gene
RP11-122F14.4	ENSG00000225928	gene
RPS3AP5	ENSG00000178429	gene
AC091487.1	ENSG00000238469	gene
RP11-181F12.1	ENSG00000237267	gene
RP11-475D12.1	ENSG00000223993	gene
RP11-475D12.2	ENSG00000224504	gene
RP11-113E21.1	ENSG00000230962	gene
U6	ENSG00000223064	gene
7SK	ENSG00000252730	gene
GRID1	ENSG00000182771	gene
RP11-93H12.2	ENSG00000234942	gene
7SK	ENSG00000252292	gene
RP11-93H12.3	ENSG00000236606	gene
RNA5SP322	ENSG00000200487	gene
MIR346	ENSG00000199104	gene
AL732479.1	ENSG00000238803	gene
WAPAL	ENSG00000062650	gene
U6	ENSG00000212332	gene
RP11-77P6.2	ENSG00000227896	gene
RPL7AP8	ENSG00000230507	gene
OPN4	ENSG00000122375	gene
LDB3	ENSG00000122367	gene
U3	ENSG00000252189	gene
BMPR1A	ENSG00000107779	gene
RNU1-19P	ENSG00000200176	gene
MMRN2	ENSG00000173269	gene
SNCG	ENSG00000173267	gene
RP11-96C23.8	ENSG00000233165	gene
C10orf116	ENSG00000148671	gene
AGAP11	ENSG00000151303	gene
BMS1P3	ENSG00000240089	gene
RP11-96C23.11	ENSG00000261011	gene
RP11-96C23.10	ENSG00000229969	gene
FAM25A	ENSG00000188100	gene
U6	ENSG00000200253	gene
GLUD1	ENSG00000148672	gene
RP11-96C23.7	ENSG00000240475	gene
FAM35A	ENSG00000122376	gene
RP11-96C23.9	ENSG00000237280	gene
Metazoa_SRP	ENSG00000266323	gene
RP11-322M19.1	ENSG00000223482	gene
FAM22A	ENSG00000184923	gene
RP11-322M19.2	ENSG00000224914	gene
FAM22D	ENSG00000214562	gene
RP11-157H10.4	ENSG00000237740	gene
CTSL1P1	ENSG00000236417	gene
RP11-399L7.2	ENSG00000228055	gene
RP11-399L7.3	ENSG00000231569	gene
MINPP1	ENSG00000107789	gene
Y_RNA	ENSG00000222192	gene
RP11-57C13.4	ENSG00000223761	gene
RP11-57C13.6	ENSG00000225913	gene
RP11-57C13.3	ENSG00000196566	gene
RP11-57C13.5	ENSG00000234192	gene
PAPSS2	ENSG00000198682	gene
ATAD1	ENSG00000138138	gene
CFL1P1	ENSG00000223820	gene
Metazoa_SRP	ENSG00000243782	gene
KLLN	ENSG00000227268	gene
PTEN	ENSG00000171862	gene
RP11-380G5.2	ENSG00000224745	gene
RP11-380G5.3	ENSG00000213613	gene
SNORD74	ENSG00000200891	gene
RP11-380G5.4	ENSG00000227905	gene
RNLS	ENSG00000184719	gene
Y_RNA	ENSG00000201548	gene
LIPJ	ENSG00000204022	gene
RP11-425M17.3	ENSG00000237205	gene
LIPF	ENSG00000182333	gene
LIPK	ENSG00000204021	gene
KRT8P38	ENSG00000226358	gene
LIPN	ENSG00000204020	gene
RP11-186O14.4	ENSG00000235150	gene
LIPM	ENSG00000173239	gene
ANKRD22	ENSG00000152766	gene
RP11-399O19.6	ENSG00000234256	gene
STAMBPL1	ENSG00000138134	gene
RP11-399O19.5	ENSG00000180139	gene
ACTA2	ENSG00000107796	gene
FAS	ENSG00000026103	gene
RP11-399O19.8	ENSG00000261438	gene
snoU13	ENSG00000238991	gene
MIR4679-2	ENSG00000265375	gene
RP11-341B24.3	ENSG00000233292	gene
CH25H	ENSG00000138135	gene
LIPA	ENSG00000107798	gene
AL353751.1	ENSG00000266769	gene
RP11-149I23.3	ENSG00000232110	gene
IFIT2	ENSG00000119922	gene
IFIT3	ENSG00000119917	gene
IFIT6P	ENSG00000224289	gene
IFIT1B	ENSG00000204010	gene
IFIT1	ENSG00000185745	gene
IFIT5	ENSG00000152778	gene
SLC16A12	ENSG00000152779	gene
RP11-168O10.6	ENSG00000234452	gene
PANK1	ENSG00000152782	gene
MIR107	ENSG00000198997	gene
hsa-mir-107	ENSG00000235344	gene
RP11-80H5.5	ENSG00000249962	gene
RP11-80H5.2	ENSG00000232936	gene
RP11-80H5.6	ENSG00000225836	gene
RP11-80H5.4	ENSG00000235100	gene
RP11-80H5.7	ENSG00000240996	gene
KIF20B	ENSG00000138182	gene
RP11-248C1.2	ENSG00000232229	gene
RP11-478K7.2	ENSG00000226159	gene
SNRPD2P1	ENSG00000228938	gene
7SK	ENSG00000222451	gene
RP11-15K3.1	ENSG00000236373	gene
RP11-94M14.2	ENSG00000224750	gene
RP11-94M14.3	ENSG00000238291	gene
HTR7	ENSG00000148680	gene
RPP30	ENSG00000148688	gene
Y_RNA	ENSG00000222305	gene
ANKRD1	ENSG00000148677	gene
U6	ENSG00000201604	gene
RP11-236B18.3	ENSG00000225525	gene
RP11-236B18.2	ENSG00000225519	gene
LINC00502	ENSG00000224851	gene
DDX18P6	ENSG00000220585	gene
RP11-56M3.1	ENSG00000234043	gene
PCGF5	ENSG00000180628	gene
HECTD2	ENSG00000165338	gene
RPS27P1	ENSG00000223876	gene
PPP1R3C	ENSG00000119938	gene
GAPDHP28	ENSG00000213449	gene
RP11-251A15.1	ENSG00000228759	gene
RP11-251A15.4	ENSG00000228701	gene
TNKS2	ENSG00000107854	gene
SRP9P1	ENSG00000180581	gene
FGFBP3	ENSG00000174721	gene
BTAF1	ENSG00000095564	gene
CPEB3	ENSG00000107864	gene
SNORA25	ENSG00000252993	gene
RP11-360G10.2	ENSG00000214549	gene
EIF4A1P8	ENSG00000213484	gene
AL158040.1	ENSG00000264076	gene
CPEB3_ribozyme	ENSG00000221042	gene
NHP2P1	ENSG00000105988	gene
Y_RNA	ENSG00000199881	gene
MARCH5	ENSG00000198060	gene
Y_RNA	ENSG00000202297	gene
MARK2P9	ENSG00000232709	gene
AL161652.1	ENSG00000207895	gene
IDE	ENSG00000119912	gene
KIF11	ENSG00000138160	gene
RP11-366I13.3	ENSG00000184111	gene
Metazoa_SRP	ENSG00000264313	gene
EIF2S2P3	ENSG00000236493	gene
HHEX	ENSG00000152804	gene
Y_RNA	ENSG00000201412	gene
EXOC6	ENSG00000138190	gene
RP11-477L16.2	ENSG00000225118	gene
RP11-348J12.2	ENSG00000226425	gene
CYP26C1	ENSG00000187553	gene
CYP26A1	ENSG00000095596	gene
RP11-280G19.1	ENSG00000232805	gene
RP11-280G19.2	ENSG00000237417	gene
RP11-624L12.1	ENSG00000213432	gene
MYOF	ENSG00000138119	gene
CEP55	ENSG00000138180	gene
RNA5SP323	ENSG00000212396	gene
O3FAR1	ENSG00000186188	gene
RBP4	ENSG00000138207	gene
AL356214.1	ENSG00000221352	gene
PDE6C	ENSG00000095464	gene
FRA10AC1	ENSG00000148690	gene
LGI1	ENSG00000108231	gene
RP11-397J18.1	ENSG00000227995	gene
SLC35G1	ENSG00000176273	gene
PIPSL	ENSG00000180764	gene
PLCE1	ENSG00000138193	gene
RNY4P26	ENSG00000252895	gene
RP11-429H9.4	ENSG00000232913	gene
RP11-162K11.4	ENSG00000231575	gene
RP11-391J2.1	ENSG00000234724	gene
U6	ENSG00000206631	gene
RP11-391J2.3	ENSG00000228553	gene
RP11-76P2.3	ENSG00000268894	gene
NOC3L	ENSG00000173145	gene
TBC1D12	ENSG00000108239	gene
HELLS	ENSG00000119969	gene
RP11-119K6.6	ENSG00000244332	gene
RP11-119K6.4	ENSG00000235746	gene
CYP2C18	ENSG00000108242	gene
CYP2C19	ENSG00000165841	gene
MTND4P19	ENSG00000230338	gene
CYP2C58P	ENSG00000235199	gene
RP11-400G3.3	ENSG00000225354	gene
CYP2C9	ENSG00000138109	gene
MTND4P20	ENSG00000233377	gene
CYP2C59P	ENSG00000228460	gene
RP11-208C17.7	ENSG00000260863	gene
RP11-208C17.4	ENSG00000237885	gene
CYP2C8	ENSG00000138115	gene
RP11-310E22.5	ENSG00000231829	gene
RP11-310E22.2	ENSG00000225533	gene
C10orf129	ENSG00000173124	gene
RP11-310E22.4	ENSG00000234026	gene
PDLIM1	ENSG00000107438	gene
SORBS1	ENSG00000095637	gene
RP11-476E15.3	ENSG00000212950	gene
RP11-7D5.2	ENSG00000214362	gene
ALDH18A1	ENSG00000059573	gene
TCTN3	ENSG00000119977	gene
ENTPD1	ENSG00000138185	gene
RP11-429G19.2	ENSG00000226688	gene
RP11-429G19.3	ENSG00000240527	gene
C10orf131	ENSG00000173088	gene
CC2D2B	ENSG00000188649	gene
RP11-248J23.5	ENSG00000227805	gene
CCNJ	ENSG00000107443	gene
MIR3157	ENSG00000266407	gene
U6	ENSG00000200728	gene
ZNF518A	ENSG00000177853	gene
RP11-44D15.3	ENSG00000229417	gene
BLNK	ENSG00000095585	gene
RP11-35J23.1	ENSG00000229418	gene
DNTT	ENSG00000107447	gene
OPALIN	ENSG00000197430	gene
TLL2	ENSG00000095587	gene
RP11-35J23.5	ENSG00000251063	gene
TM9SF3	ENSG00000077147	gene
RP11-34E5.2	ENSG00000235677	gene
PIK3AP1	ENSG00000155629	gene
RNA5SP324	ENSG00000202047	gene
RP11-34E5.4	ENSG00000227032	gene
U6	ENSG00000207287	gene
RPL13AP5	ENSG00000236552	gene
MIR607	ENSG00000207976	gene
LCOR	ENSG00000196233	gene
HMGN2P35	ENSG00000232875	gene
AL162502.1	ENSG00000221465	gene
C10orf12	ENSG00000155640	gene
RP11-175O19.4	ENSG00000231025	gene
ARHGAP19	ENSG00000213390	gene
SLIT1	ENSG00000187122	gene
RP11-453E2.2	ENSG00000234855	gene
RP11-375N9.2	ENSG00000231398	gene
RP11-452K12.3	ENSG00000237169	gene
FRAT1	ENSG00000165879	gene
FRAT2	ENSG00000181274	gene
RP11-452K12.4	ENSG00000225850	gene
RRP12	ENSG00000052749	gene
RP11-452K12.6	ENSG00000231508	gene
RP11-452K12.7	ENSG00000231970	gene
AL355490.1	ENSG00000224474	gene
Y_RNA	ENSG00000200737	gene
PGAM1	ENSG00000171314	gene
EXOSC1	ENSG00000171311	gene
ZDHHC16	ENSG00000171307	gene
MMS19	ENSG00000155229	gene
AL355490.2	ENSG00000264677	gene
UBTD1	ENSG00000165886	gene
ANKRD2	ENSG00000165887	gene
HOGA1	ENSG00000241935	gene
PI4K2A	ENSG00000155252	gene
PI4K2A	ENSG00000249967	gene
C10orf62	ENSG00000203942	gene
MORN4	ENSG00000171160	gene
AVPI1	ENSG00000119986	gene
MARVELD1	ENSG00000155254	gene
ZFYVE27	ENSG00000155256	gene
SFRP5	ENSG00000120057	gene
RP11-459F3.3	ENSG00000227356	gene
GOLGA7B	ENSG00000155265	gene
CRTAC1	ENSG00000095713	gene
RP11-459F3.6	ENSG00000239666	gene
AL358938.1	ENSG00000269783	gene
AL139239.1	ENSG00000265398	gene
R3HCC1L	ENSG00000166024	gene
LOXL4	ENSG00000138131	gene
RP11-34A14.3	ENSG00000230928	gene
PYROXD2	ENSG00000119943	gene
MIR1287	ENSG00000221419	gene
HPS1	ENSG00000107521	gene
MIR4685	ENSG00000264610	gene
HPSE2	ENSG00000172987	gene
ARL5AP2	ENSG00000236818	gene
RPL7P36	ENSG00000234109	gene
CNNM1	ENSG00000119946	gene
GOT1	ENSG00000120053	gene
RP11-441O15.3	ENSG00000224934	gene
RP11-129J12.2	ENSG00000257582	gene
RP11-129J12.1	ENSG00000228778	gene
NKX2-3	ENSG00000119919	gene
snoU13	ENSG00000238588	gene
SLC25A28	ENSG00000155287	gene
RP11-85A1.3	ENSG00000260475	gene
RP11-483F11.7	ENSG00000229278	gene
ENTPD7	ENSG00000198018	gene
RP11-483F11.5	ENSG00000233690	gene
CUTC	ENSG00000119929	gene
COX15	ENSG00000014919	gene
ABCC2	ENSG00000023839	gene
RP11-483F11.6	ENSG00000227351	gene
DNMBP	ENSG00000107554	gene
DNMBP-AS1	ENSG00000227695	gene
snoU13	ENSG00000238472	gene
CPN1	ENSG00000120054	gene
RP11-316M21.8	ENSG00000232230	gene
ERLIN1	ENSG00000107566	gene
CHUK	ENSG00000213341	gene
RP11-316M21.7	ENSG00000236308	gene
RP11-316M21.6	ENSG00000227492	gene
CWF19L1	ENSG00000095485	gene
SNORA12	ENSG00000212464	gene
PHBP9	ENSG00000230224	gene
U6	ENSG00000207362	gene
BLOC1S2	ENSG00000196072	gene
PKD2L1	ENSG00000107593	gene
RP11-34D15.2	ENSG00000231188	gene
SCD	ENSG00000099194	gene
AL139819.1	ENSG00000256545	gene
LINC00263	ENSG00000235823	gene
Y_RNA	ENSG00000212325	gene
WNT8B	ENSG00000075290	gene
SEC31B	ENSG00000075826	gene
NDUFB8	ENSG00000255339	gene
NDUFB8	ENSG00000166136	gene
HIF1AN	ENSG00000166135	gene
PAX2	ENSG00000075891	gene
Y_RNA	ENSG00000222072	gene
FAM178A	ENSG00000119906	gene
MRPL43	ENSG00000055950	gene
SEMA4G	ENSG00000095539	gene
MIR608	ENSG00000207551	gene
RP11-108L7.4	ENSG00000236662	gene
C10orf2	ENSG00000107815	gene
LZTS2	ENSG00000107816	gene
RP11-108L7.7	ENSG00000224915	gene
PDZD7	ENSG00000186862	gene
SFXN3	ENSG00000107819	gene
KAZALD1	ENSG00000107821	gene
RP11-108L7.11	ENSG00000236311	gene
HUG1	ENSG00000269259	gene
TLX1	ENSG00000107807	gene
RP11-31L23.3	ENSG00000226740	gene
RP11-324L3.1	ENSG00000237579	gene
LBX1	ENSG00000138136	gene
RP11-324L3.3	ENSG00000257638	gene
RP11-107I14.1	ENSG00000227128	gene
RP11-107I14.4	ENSG00000229649	gene
SNORD112	ENSG00000252844	gene
U2	ENSG00000222238	gene
RP11-107I14.2	ENSG00000225208	gene
RP11-107I14.5	ENSG00000230967	gene
BTRC	ENSG00000166167	gene
U2	ENSG00000222414	gene
snoU13	ENSG00000239091	gene
DPCD	ENSG00000166171	gene
POLL	ENSG00000166169	gene
MIR3158-2	ENSG00000263436	gene
FBXW4	ENSG00000107829	gene
U6	ENSG00000222051	gene
RP11-190J1.3	ENSG00000224817	gene
FGF8	ENSG00000107831	gene
NPM3	ENSG00000107833	gene
MGEA5	ENSG00000198408	gene
RP11-190J1.7	ENSG00000229793	gene
RP11-190J1.10	ENSG00000226009	gene
KCNIP2	ENSG00000120049	gene
C10orf76	ENSG00000120029	gene
Y_RNA	ENSG00000222430	gene
HPS6	ENSG00000166189	gene
RP11-302K17.3	ENSG00000224302	gene
RP11-302K17.4	ENSG00000229629	gene
SNORD112	ENSG00000253068	gene
LDB1	ENSG00000198728	gene
RP11-302K17.7	ENSG00000228091	gene
PPRC1	ENSG00000148840	gene
NOLC1	ENSG00000166197	gene
RP11-242B12.5	ENSG00000259127	gene
ELOVL3	ENSG00000119915	gene
PITX3	ENSG00000107859	gene
GBF1	ENSG00000107862	gene
AL160011.1	ENSG00000251989	gene
NFKB2	ENSG00000077150	gene
PSD	ENSG00000059915	gene
FBXL15	ENSG00000107872	gene
CUEDC2	ENSG00000107874	gene
MIR146B	ENSG00000202569	gene
RP11-18I14.10	ENSG00000269609	gene
C10orf95	ENSG00000120055	gene
TMEM180	ENSG00000138111	gene
RP11-18I14.7	ENSG00000243628	gene
ACTR1A	ENSG00000138107	gene
SUFU	ENSG00000107882	gene
Metazoa_SRP	ENSG00000242311	gene
RP11-170J3.2	ENSG00000228657	gene
RNU6-43	ENSG00000207029	gene
TRIM8	ENSG00000171206	gene
ARL3	ENSG00000138175	gene
SFXN2	ENSG00000156398	gene
WBP1L	ENSG00000166272	gene
U6	ENSG00000252994	gene
CYP17A1	ENSG00000148795	gene
CYP17A1-AS1	ENSG00000203886	gene
PFN1P11	ENSG00000213061	gene
PTGES3P4	ENSG00000236937	gene
C10orf32	ENSG00000166275	gene
U6	ENSG00000201080	gene
AS3MT	ENSG00000214435	gene
RP11-753C18.8	ENSG00000235266	gene
CNNM2	ENSG00000148842	gene
NT5C2	ENSG00000076685	gene
RP11-332O19.2	ENSG00000237827	gene
RP11-332O19.3	ENSG00000213277	gene
ST13P13	ENSG00000229256	gene
RP11-332O19.5	ENSG00000235376	gene
INA	ENSG00000148798	gene
PCGF6	ENSG00000156374	gene
U11	ENSG00000212413	gene
TAF5	ENSG00000148835	gene
USMG5	ENSG00000173915	gene
MIR1307	ENSG00000221767	gene
PDCD11	ENSG00000148843	gene
CALHM2	ENSG00000138172	gene
RP11-225H22.4	ENSG00000234699	gene
CALHM1	ENSG00000185933	gene
CALHM3	ENSG00000183128	gene
RP11-225H22.5	ENSG00000235470	gene
NEURL	ENSG00000107954	gene
RP11-416N2.3	ENSG00000226431	gene
SH3PXD2A	ENSG00000107957	gene
Y_RNA	ENSG00000222503	gene
RP11-541N10.3	ENSG00000260461	gene
OBFC1	ENSG00000107960	gene
SLK	ENSG00000065613	gene
Metazoa_SRP	ENSG00000266754	gene
COL17A1	ENSG00000065618	gene
MIR936	ENSG00000216083	gene
SFR1	ENSG00000156384	gene
WDR96	ENSG00000197748	gene
MIR609	ENSG00000208033	gene
GSTO1	ENSG00000148834	gene
MIR4482-1	ENSG00000266852	gene
GSTO2	ENSG00000065621	gene
ITPRIP	ENSG00000148841	gene
RP11-127L20.3	ENSG00000228261	gene
RP11-127L20.6	ENSG00000231233	gene
CCDC147	ENSG00000120051	gene
snoU13	ENSG00000238620	gene
RP11-127O4.3	ENSG00000225768	gene
RP11-127O4.2	ENSG00000237761	gene
SORCS3	ENSG00000156395	gene
RP11-483B5.3	ENSG00000226387	gene
RP11-78C6.1	ENSG00000236043	gene
U6	ENSG00000207068	gene
RP11-45P22.2	ENSG00000233477	gene
YWHAZP5	ENSG00000213260	gene
RP11-56I23.1	ENSG00000229466	gene
RP11-298H24.1	ENSG00000229775	gene
RP11-446H13.2	ENSG00000215002	gene
SORCS1	ENSG00000108018	gene
RNA5SP325	ENSG00000200626	gene
RP11-432B10.1	ENSG00000230151	gene
RNA5SP326	ENSG00000200079	gene
RP11-215N21.1	ENSG00000229981	gene
PTGES3P5	ENSG00000234544	gene
RP11-163F15.1	ENSG00000203434	gene
RP11-655H13.2	ENSG00000223381	gene
RP11-655H13.1	ENSG00000224498	gene
7SK	ENSG00000222436	gene
RNU5B-6P	ENSG00000252574	gene
U6	ENSG00000200217	gene
RP11-402N18.1	ENSG00000232728	gene
BTF3P15	ENSG00000237242	gene
RP11-451M19.2	ENSG00000224907	gene
XPNPEP1	ENSG00000108039	gene
RNU4-5P	ENSG00000223279	gene
RP11-451M19.3	ENSG00000203876	gene
ADD3	ENSG00000148700	gene
Metazoa_SRP	ENSG00000263706	gene
SNRPGP12	ENSG00000226734	gene
MXI1	ENSG00000119950	gene
RP11-549L6.3	ENSG00000228417	gene
RP11-549L6.2	ENSG00000214067	gene
SMNDC1	ENSG00000119953	gene
RP11-525A16.1	ENSG00000235874	gene
AL355512.1	ENSG00000221359	gene
HMGB3P5	ENSG00000237642	gene
AL355512.2	ENSG00000264544	gene
DUSP5	ENSG00000138166	gene
RP11-525A16.4	ENSG00000225461	gene
RP11-73H14.1	ENSG00000233518	gene
SMC3	ENSG00000108055	gene
snoU13	ENSG00000239125	gene
Metazoa_SRP	ENSG00000263919	gene
Y_RNA	ENSG00000223302	gene
RBM20	ENSG00000203867	gene
7SK	ENSG00000252036	gene
RNA5SP327	ENSG00000199364	gene
RP11-313D6.3	ENSG00000232470	gene
RP11-313D6.4	ENSG00000203497	gene
PDCD4	ENSG00000150593	gene
MIR4680	ENSG00000265827	gene
BBIP1	ENSG00000214413	gene
SHOC2	ENSG00000108061	gene
RPL13AP6	ENSG00000234118	gene
MIR548E	ENSG00000221214	gene
ADRA2A	ENSG00000150594	gene
RP11-479A21.1	ENSG00000213247	gene
RP11-381K7.2	ENSG00000237618	gene
RP11-381K7.1	ENSG00000227851	gene
RP11-309P22.1	ENSG00000230809	gene
GPAM	ENSG00000119927	gene
TECTB	ENSG00000119913	gene
GUCY2GP	ENSG00000243316	gene
ACSL5	ENSG00000197142	gene
RP11-324O2.3	ENSG00000232934	gene
ZDHHC6	ENSG00000023041	gene
VTI1A	ENSG00000151532	gene
RP11-214N15.5	ENSG00000234017	gene
MIR4295	ENSG00000264763	gene
RP11-25C19.3	ENSG00000233340	gene
RP11-25C19.1	ENSG00000234221	gene
RP11-57H14.4	ENSG00000260917	gene
RP11-57H14.3	ENSG00000225292	gene
TCF7L2	ENSG00000148737	gene
RP11-57H14.2	ENSG00000233547	gene
RP11-139K1.2	ENSG00000227560	gene
RP11-258A12.3	ENSG00000237996	gene
U7	ENSG00000238380	gene
RP11-481H12.1	ENSG00000230018	gene
HABP2	ENSG00000148702	gene
NRAP	ENSG00000197893	gene
CASP7	ENSG00000165806	gene
RP11-211N11.5	ENSG00000234393	gene
PLEKHS1	ENSG00000148735	gene
SNORA17	ENSG00000212589	gene
DCLRE1A	ENSG00000198924	gene
NHLRC2	ENSG00000196865	gene
AL162407.1	ENSG00000234631	gene
ADRB1	ENSG00000043591	gene
U6	ENSG00000253066	gene
RP11-411P18.2	ENSG00000226582	gene
C10orf118	ENSG00000165813	gene
MIR2110	ENSG00000238742	gene
TDRD1	ENSG00000095627	gene
VWA2	ENSG00000165816	gene
CTB-1144G6.5	ENSG00000230165	gene
AFAP1L2	ENSG00000169129	gene
Metazoa_SRP	ENSG00000242912	gene
ABLIM1	ENSG00000099204	gene
RP11-317F20.2	ENSG00000229668	gene
snoU13	ENSG00000238577	gene
PPIAP19	ENSG00000228169	gene
RP11-106M7.1	ENSG00000228484	gene
TAF9BP2	ENSG00000215760	gene
FAM160B1	ENSG00000151553	gene
RP11-106M7.4	ENSG00000226428	gene
TRUB1	ENSG00000165832	gene
U6	ENSG00000252611	gene
RP11-383C6.2	ENSG00000236799	gene
ATRNL1	ENSG00000107518	gene
GFRA1	ENSG00000151892	gene
CCDC172	ENSG00000182645	gene
SNRPGP6	ENSG00000205433	gene
PNLIPRP3	ENSG00000203837	gene
HMGB3P8	ENSG00000227096	gene
U6	ENSG00000200935	gene
PNLIP	ENSG00000175535	gene
RP11-33D13.2	ENSG00000232091	gene
PNLIPRP1	ENSG00000187021	gene
PNLIPRP2	ENSG00000165862	gene
C10orf82	ENSG00000165863	gene
RP11-498B4.5	ENSG00000232767	gene
HSPA12A	ENSG00000165868	gene
RP11-498B4.7	ENSG00000228195	gene
RP11-539I5.1	ENSG00000225302	gene
ENO4	ENSG00000188316	gene
RP11-539I5.2	ENSG00000248381	gene
KIAA1598	ENSG00000187164	gene
RP11-5G18.2	ENSG00000235742	gene
VAX1	ENSG00000148704	gene
RP11-501J20.2	ENSG00000234474	gene
MIR3663	ENSG00000266782	gene
RP11-501J20.3	ENSG00000236171	gene
KCNK18	ENSG00000186795	gene
RP11-501J20.5	ENSG00000225936	gene
SLC18A2	ENSG00000165646	gene
PDZD8	ENSG00000165650	gene
AL359836.1	ENSG00000222197	gene
CTA-109P11.4	ENSG00000258114	gene
EMX2OS	ENSG00000229847	gene
EMX2	ENSG00000170370	gene
CTA-109P11.1	ENSG00000235198	gene
RP11-328K15.1	ENSG00000234952	gene
RP11-355F22.1	ENSG00000263041	gene
RAB11FIP2	ENSG00000107560	gene
RP11-354M20.3	ENSG00000231104	gene
CASC2	ENSG00000177640	gene
RP11-245J24.1	ENSG00000238276	gene
FAM204A	ENSG00000165669	gene
RP11-319I23.3	ENSG00000243540	gene
RP11-319I23.2	ENSG00000232139	gene
